Player,Salary,Salary adjusted by inflation,Season
Ryan Bowen,1250000,1754198,2003/04
Jarron Collins,1250000,1754198,2003/04
Jason Collins,1227480,1722594,2003/04
Zarko Cabarkapa,1221240,1713837,2003/04
Walter McCarty,1200000,1684030,2003/04
Voshon Lenard,1200000,1684030,2003/04
Daniel Santiago,1200000,1684030,2003/04
Curtis Borchardt,1187240,1666123,2003/04
Zach Randolph,1172160,1644960,2003/04
Chris Childs,1166667,1637252,2003/04
David West,1160160,1628120,2003/04
Ryan Humphrey,1143360,1604544,2003/04
Jeryl Sasser,1125729,1579801,2003/04
Brendan Haywood,1125360,1579283,2003/04
Aleksandar Pavlovic,1107960,1554865,2003/04
Mehmet Okur,1100000,1543694,2003/04
Kareem Rush,1097640,1540382,2003/04
Joseph Forte,1080360,1516132,2003/04
Kendall Gill,1070000,1501593,2003/04
Calbert Cheaney,1070000,1501593,2003/04
Popeye Jones,1070000,1501593,2003/04
Kenny Anderson,1070000,1501593,2003/04
Olden Polynice,1070000,1501593,2003/04
Bryon Russell,1070000,1501593,2003/04
Horace Grant,1070000,1501593,2003/04
Sean Rooks,1070000,1501593,2003/04
Steve Smith,1070000,1501593,2003/04
Scott Williams,1070000,1501593,2003/04
Anthony Peeler,1070000,1501593,2003/04
Tony Massenburg,1070000,1501593,2003/04
Kevin Willis,1070000,1501593,2003/04
Chris Whitney,1070000,1501593,2003/04
Dahntay Jones,1063680,1492724,2003/04
Qyntel Woods,1053720,1478747,2003/04
Boris Diaw,1021080,1432941,2003/04
Casey Jacobsen,1011600,1419637,2003/04
Dion Glover,1000000,1403358,2003/04
Stephen Jackson,1000000,1403358,2003/04
Monty Williams,1000000,1403358,2003/04
Brandon Armstrong,995650,1397254,2003/04
Zoran Planinic,980280,1375684,2003/04
Tayshaun Prince,971160,1362885,2003/04
Efthimios Rentzias,971160,1362885,2003/04
Robert Pack,965610,1355097,2003/04
Andrei Kirilenko,955800,1341330,2003/04
Mark Blount,944922,1326064,2003/04
Travis Outlaw,941040,1320616,2003/04
Travis Best,938679,1317303,2003/04
Fred Hoiberg,938679,1317303,2003/04
Gary Trent,938679,1317303,2003/04
Gerald Wallace,917520,1287609,2003/04
Brian Cook,903360,1267738,2003/04
Frank Williams,894960,1255949,2003/04
Rod Strickland,887317,1245224,2003/04
Samuel Dalembert,887160,1245003,2003/04
Mitchell Butler,876179,1229593,2003/04
John Salmons,865320,1214354,2003/04
Jamaal Tinsley,861600,1209133,2003/04
Primoz Brezec,861600,1209133,2003/04
Tony Parker,856200,1201555,2003/04
Chris Jefferies,840360,1179326,2003/04
Ndudi Ebi,838560,1176800,2003/04
Dan Dickau,835200,1172085,2003/04
Maciej Lampe,829000,1163384,2003/04
Robert Traylor,825000,1157770,2003/04
Kendrick Perkins,814320,1142783,2003/04
Jacque Vaughn,813679,1141883,2003/04
Rick Brunson,813679,1141883,2003/04
Darvin Ham,813679,1141883,2003/04
Anthony Johnson,813679,1141883,2003/04
John Wallace,813679,1141883,2003/04
Leandro Barbosa,809280,1135710,2003/04
Brian Scalabrine,800000,1122686,2003/04
Carlos Arroyo,800000,1122686,2003/04
Josh Howard,773400,1085357,2003/04
Mark Pope,751179,1054173,2003/04
Adrian Griffin,751179,1054173,2003/04
Damon Jones,751179,1054173,2003/04
Shammond Williams,751179,1054173,2003/04
Vladimir Stepania,751179,1054173,2003/04
Anthony Carter,751179,1054173,2003/04
Bruno Sundov,751159,1054145,2003/04
Eddie House,750000,1052519,2003/04
Reggie Evans,700000,982351,2003/04
Doug Overton,695844,976518,2003/04
Obinna Ekezie,688679,966463,2003/04
Scott Padgett,688679,966463,2003/04
Rafer Alston,688679,966463,2003/04
Ansu Sesay,688679,966463,2003/04
Amal McCaskill,688679,966463,2003/04
Milt Palacio,688679,966463,2003/04
Raja Bell,688679,966463,2003/04
Oliver Miller,686838,963880,2003/04
Brian Cardinal,663679,931379,2003/04
Pepe Sanchez,663679,931379,2003/04
Mark Madsen,663679,931379,2003/04
Donnell Harvey,663679,931379,2003/04
Ruben Boumtje-Boumtje,663679,931379,2003/04
Michael Ruffin,663679,931379,2003/04
Mike James,638679,896295,2003/04
Chris Andersen,638679,896295,2003/04
Jeff Trepagnier,638679,896295,2003/04
Tremaine Fowlkes,638679,896295,2003/04
Mike Wilks,638679,896295,2003/04
Jamison Brewer,638679,896295,2003/04
Bobby Simmons,638679,896295,2003/04
Loren Woods,638679,896295,2003/04
Trenton Hassell,638679,896295,2003/04
Jabari Smith,638679,896295,2003/04
Jason Hart,638679,896295,2003/04
Lonny Baxter,636679,893489,2003/04
Mengke Bateer,636679,893489,2003/04
Raul Lopez,621520,872215,2003/04
Dan Langhi,603786,847327,2003/04
Sean Marks,596295,836815,2003/04
Alton Ford,586082,822483,2003/04
Tamar Slay,563679,791043,2003/04
Carlos Boozer,563679,791043,2003/04
JR Bremer,563679,791043,2003/04
Jamal Sampson,563679,791043,2003/04
Jannero Pargo,563679,791043,2003/04
Rasual Butler,563679,791043,2003/04
Dan Gadzuric,563679,791043,2003/04
Ronald Murray,563679,791043,2003/04
Robert Archibald,563679,791043,2003/04
Sam Clancy,563679,791043,2003/04
Devin Brown,563679,791043,2003/04
Roger Mason,563679,791043,2003/04
Mikki Moore,513000,719923,2003/04
Zendon Hamilton,485619,681497,2003/04
Muggsy Bogues,437420,613857,2003/04
Travis Hansen,366931,514935,2003/04
Brandon Hunter,366931,514935,2003/04
Linton Johnson,366931,514935,2003/04
Jason Kapono,366931,514935,2003/04
Jon Stefansson,366931,514935,2003/04
Marquis Daniels,366931,514935,2003/04
Francisco Elson,366931,514935,2003/04
James Jones,366931,514935,2003/04
Josh Moore,366931,514935,2003/04
Luke Walton,366931,514935,2003/04
Theron Smith,366931,514935,2003/04
Jerome Beasley,366931,514935,2003/04
Udonis Haslem,366931,514935,2003/04
Keith McLeod,366931,514935,2003/04
Richie Frahm,366931,514935,2003/04
Keith Bogans,366931,514935,2003/04
Zaza Pachulia,366931,514935,2003/04
Kyle Korver,366931,514935,2003/04
Willie Green,366931,514935,2003/04
Darius Songaila,366931,514935,2003/04
Alex Garcia,366931,514935,2003/04
Ben Handlogten,366931,514935,2003/04
Maurice Williams,366931,514935,2003/04
Steve Blake,366931,514935,2003/04
Paul Grant,350581,491990,2003/04
Matt Carroll,349032,489817,2003/04
Kaniel Dickens,264011,370502,2003/04
Cherokee Parks,228946,321293,2003/04
Tyrone Hill,221829,311305,2003/04
Damone Brown,202508,284191,2003/04
Quincy Lewis,202341,283957,2003/04
Ben Davis,176369,247508,2003/04
Rodney Buford,145686,204449,2003/04
Tracy Murray,143537,201433,2003/04
Slavko Vranes,129768,182111,2003/04
Sean Lampley,89364,125409,2003/04
Shane Heal,75615,106114,2003/04
Torraye Braggs,53697,75356,2003/04
Britton Johnsen,44748,62797,2003/04
Jelani McCoy,36643,51423,2003/04
Derrick Dial,32375,45433,2003/04
Kevin Garnett,25200000,36111642,2002/03
Shaquille O'Neal,23571429,33777897,2002/03
Alonzo Mourning,20629800,29562537,2002/03
Juwan Howard,20625000,29555659,2002/03
Scottie Pippen,19727524,28269574,2002/03
Karl Malone,19250000,27585282,2002/03
Rasheed Wallace,16200000,23214627,2002/03
Dikembe Mutombo,16105264,23078870,2002/03
Allan Houston,14343750,20554617,2002/03
Chris Webber,14343750,20554617,2002/03
Shawn Kemp,13651028,19561945,2002/03
Bryant Reeves,12999998,18629018,2002/03
Gary Payton,12636117,18107576,2002/03
Antonio McDyess,12600000,18055821,2002/03
Shareef Abdur-Rahim,12375000,17733395,2002/03
Antoine Walker,12375000,17733395,2002/03
Vin Baker,12375000,17733395,2002/03
Zydrunas Ilgauskas,12375000,17733395,2002/03
Kobe Bryant,12375000,17733395,2002/03
Ray Allen,12375000,17733395,2002/03
Latrell Sprewell,12375000,17733395,2002/03
Allen Iverson,12375000,17733395,2002/03
Anfernee Hardaway,12375000,17733395,2002/03
Stephon Marbury,12375000,17733395,2002/03
Damon Stoudamire,12375000,17733395,2002/03
Jalen Rose,12072500,17299912,2002/03
Grant Hill,12072500,17299912,2002/03
Tracy McGrady,12072500,17299912,2002/03
Keith Van Horn,12072500,17299912,2002/03
Tim Duncan,12072500,17299912,2002/03
Reggie Miller,12046473,17262615,2002/03
Antonio Davis,12000000,17196020,2002/03
Michael Finley,11953125,17128848,2002/03
Vlade Divac,11248076,16118511,2002/03
Eddie Jones,11212500,16067531,2002/03
Nick Van Exel,11061234,15850766,2002/03
Brian Grant,11027862,15802944,2002/03
Tom Gugliotta,10892000,15608254,2002/03
Tim Thomas,10750000,15404767,2002/03
David Robinson,10500000,15046517,2002/03
Terrell Brandon,10175000,14580791,2002/03
Paul Pierce,10067750,14427102,2002/03
Dirk Nowitzki,10067750,14427102,2002/03
Antawn Jamison,10067750,14427102,2002/03
Vince Carter,10067750,14427102,2002/03
Steve Smith,9900000,14186716,2002/03
Glenn Robinson,9860000,14129396,2002/03
Larry Johnson,9610714,13772169,2002/03
Derrick Coleman,9380000,13441555,2002/03
Theo Ratliff,9375000,13434390,2002/03
Jason Kidd,9265000,13276760,2002/03
Glen Rice,9200000,13183615,2002/03
Kenny Anderson,9185000,13162120,2002/03
Kerry Kittles,8966667,12849248,2002/03
Matt Geiger,8768480,12565246,2002/03
Mike Bibby,8500000,12180514,2002/03
Clifford Robinson,8421875,12068560,2002/03
Dale Davis,8055000,11542828,2002/03
Toni Kukoc,8050000,11535663,2002/03
Elden Campbell,8050000,11535663,2002/03
John Stockton,7875000,11284888,2002/03
Greg Ostertag,7799996,11177407,2002/03
Jamal Mashburn,7750000,11105762,2002/03
Raef LaFrentz,7270000,10417922,2002/03
Maurice Taylor,7150000,10245961,2002/03
Derek Anderson,7144500,10238080,2002/03
Alan Henderson,7091250,10161773,2002/03
PJ Brown,7044800,10095210,2002/03
Wesley Person,7000000,10031011,2002/03
Austin Croshere,6960000,9973691,2002/03
Jermaine O'Neal,6900000,9887711,2002/03
Luc Longley,6900000,9887711,2002/03
Erick Dampier,6858500,9828241,2002/03
Arvydas Sabonis,6850000,9816061,2002/03
Marcus Camby,6750000,9672761,2002/03
Ron Mercer,6750000,9672761,2002/03
Kelvin Cato,6696000,9595379,2002/03
Tyrone Hill,6600000,9457811,2002/03
Bo Outlaw,6585000,9436315,2002/03
Jerry Stackhouse,6375000,9135385,2002/03
Bonzi Wells,6300000,9027910,2002/03
Doug Christie,6250000,8956260,2002/03
Rashard Lewis,6233766,8932997,2002/03
Nick Anderson,6101906,8744041,2002/03
Shandon Anderson,6100000,8741310,2002/03
Michael Olowokandi,6061213,8685728,2002/03
Lorenzen Wright,6050000,8669660,2002/03
Chris Mills,6000000,8598010,2002/03
Steve Nash,5750000,8239759,2002/03
Hakeem Olajuwon,5694231,8159842,2002/03
Eddie Robinson,5687000,8149480,2002/03
Bob Sura,5639999,8082127,2002/03
Tariq Abdul-Wahad,5625000,8060634,2002/03
Predrag Stojakovic,5625000,8060634,2002/03
Charlie Ward,5570000,7981819,2002/03
Jason Williams,5500000,7881509,2002/03
Michael Dickerson,5500000,7881509,2002/03
Loy Vaught,5364964,7688002,2002/03
Alvin Williams,5350000,7666558,2002/03
Howard Eisley,5312500,7612821,2002/03
Robert Horry,5300000,7594908,2002/03
Jason Caffey,5250000,7523258,2002/03
Jerome Williams,5250000,7523258,2002/03
Vitaly Potapenko,5238750,7507137,2002/03
Ben Wallace,5200000,7451608,2002/03
Donyell Marshall,5186542,7432322,2002/03
Christian Laettner,5062500,7254570,2002/03
Al Harrington,5060000,7250988,2002/03
Brent Barry,5040000,7222328,2002/03
Danny Fortson,5039068,7220992,2002/03
Eric Williams,5004000,7170740,2002/03
Brevin Knight,5000000,7165008,2002/03
Calvin Booth,4992900,7154834,2002/03
Avery Johnson,4991800,7153257,2002/03
Joe Smith,4991800,7153257,2002/03
Clarence Weatherspoon,4991800,7153257,2002/03
Todd MacCulloch,4991800,7153257,2002/03
Ruben Patterson,4991800,7153257,2002/03
Cuttino Mobley,4903750,7027081,2002/03
Kurt Thomas,4903750,7027081,2002/03
Jahidi White,4903750,7027081,2002/03
Elton Brand,4895656,7015483,2002/03
Sam Cassell,4850000,6950058,2002/03
Scot Pollard,4826874,6916918,2002/03
Brad Miller,4800000,6878408,2002/03
Nazr Mohammed,4750000,6806757,2002/03
Ricky Davis,4546000,6514425,2002/03
Chauncey Billups,4546000,6514425,2002/03
Devean George,4546000,6514425,2002/03
Jerome James,4546000,6514425,2002/03
Keon Clark,4546000,6514425,2002/03
Danny Ferry,4546000,6514425,2002/03
Larry Hughes,4546000,6514425,2002/03
Mark Jackson,4530000,6491496,2002/03
Corliss Williamson,4500000,6448507,2002/03
Aaron McKie,4500000,6448507,2002/03
Jim McIlvaine,4400000,6305207,2002/03
Adonal Foyle,4400000,6305207,2002/03
Steve Francis,4383581,6281678,2002/03
Anthony Mason,4370819,6263390,2002/03
Malik Rose,4370000,6262217,2002/03
Rick Fox,4340231,6219558,2002/03
Derek Strong,4212000,6035803,2002/03
Michael Stewart,4160000,5961286,2002/03
Eric Snow,4125000,5911131,2002/03
Lamond Murray,4125000,5911131,2002/03
Kenyon Martin,4067160,5828247,2002/03
Brent Price,4048000,5800790,2002/03
Darrell Armstrong,4010000,5746336,2002/03
Tony Battie,4000000,5732006,2002/03
Shawn Bradley,4000000,5732006,2002/03
Travis Knight,4000000,5732006,2002/03
Matt Harpring,4000000,5732006,2002/03
Ervin Johnson,3998679,5730113,2002/03
Kwame Brown,3974760,5695837,2002/03
Baron Davis,3942922,5650213,2002/03
Lindsey Hunter,3870912,5547023,2002/03
Yao Ming,3858240,5528864,2002/03
Zeljko Rebraca,3850000,5517056,2002/03
Tracy Murray,3740000,5359426,2002/03
Anthony Carter,3656250,5239412,2002/03
Stromile Swift,3639000,5214693,2002/03
Chucky Atkins,3600000,5158806,2002/03
David Wesley,3600000,5158806,2002/03
Marc Jackson,3575000,5122980,2002/03
Lamar Odom,3557585,5098025,2002/03
Tyson Chandler,3556200,5096040,2002/03
Bruce Bowen,3550000,5087155,2002/03
Jay Williams,3451920,4946607,2002/03
Jud Buechler,3450000,4943855,2002/03
Antonio Daniels,3375000,4836380,2002/03
Anthony Peeler,3350812,4801719,2002/03
Lawrence Funderburke,3300000,4728905,2002/03
Darius Miles,3267960,4682992,2002/03
Andrew DeClercq,3262500,4675167,2002/03
Jonathan Bender,3226745,4623930,2002/03
Pau Gasol,3193680,4576548,2002/03
Jon Barry,3175000,4549780,2002/03
Moochie Norris,3150000,4513955,2002/03
Evan Eschmeyer,3103800,4447750,2002/03
Mike Dunleavy,3100080,4442419,2002/03
LaPhonso Ellis,3100000,4442305,2002/03
Eduardo Najera,3047620,4367244,2002/03
Chris Whitney,3000000,4299005,2002/03
Eric Piatkowski,3000000,4299005,2002/03
Derek Fisher,3000000,4299005,2002/03
Michael Redd,3000000,4299005,2002/03
Jeff McInnis,3000000,4299005,2002/03
Marcus Fizer,2946240,4221966,2002/03
Matt Maloney,2945716,4221215,2002/03
Wally Szczerbiak,2933187,4203261,2002/03
Eddy Curry,2879280,4126013,2002/03
Rodney Rogers,2796000,4006672,2002/03
Drew Gooden,2794920,4005125,2002/03
Chris Crawford,2750000,3940754,2002/03
Eric Montross,2720000,3897764,2002/03
Tony Delk,2700000,3869104,2002/03
Aaron Williams,2700000,3869104,2002/03
Othella Harrington,2700000,3869104,2002/03
Randy Brown,2700000,3869104,2002/03
Bobby Jackson,2700000,3869104,2002/03
Hubert Davis,2687500,3851191,2002/03
Richard Hamilton,2681783,3842999,2002/03
Mike Miller,2668080,3823363,2002/03
Horace Grant,2661538,3813988,2002/03
Lucious Harris,2640000,3783124,2002/03
Sean Rooks,2640000,3783124,2002/03
Steve Kerr,2625000,3761629,2002/03
Jason Richardson,2607360,3736351,2002/03
Jamie Feick,2600000,3725804,2002/03
Michael Curry,2600000,3725804,2002/03
George Lynch,2600000,3725804,2002/03
George McCloud,2599900,3725661,2002/03
Tony Massenburg,2541098,3641397,2002/03
Nikoloz Tskitishvili,2530920,3626812,2002/03
Andre Miller,2460709,3526200,2002/03
Mikki Moore,2459142,3523954,2002/03
Radoslav Nesterovic,2436813,3491957,2002/03
DerMarr Johnson,2423280,3472564,2002/03
Bimbo Coles,2400000,3439204,2002/03
Stacey Augmon,2400000,3439204,2002/03
Greg Buckner,2400000,3439204,2002/03
John Amaechi,2392500,3428456,2002/03
Shane Battier,2368200,3393634,2002/03
Pat Garrity,2350000,3367553,2002/03
Dajuan Wagner,2298840,3294241,2002/03
Shawn Marion,2265375,3246286,2002/03
Chris Mihm,2212200,3170086,2002/03
Eddie Griffin,2161920,3098034,2002/03
Jason Terry,2153934,3086591,2002/03
Cory Alexander,2149259,3079891,2002/03
Corey Maggette,2069764,2965975,2002/03
Lorenzo Williams,2068000,2963447,2002/03
Jamal Crawford,2026680,2904235,2002/03
Shammond Williams,2000000,2866003,2002/03
Bryant Stith,2000000,2866003,2002/03
Troy Hudson,2000000,2866003,2002/03
DeSagana Diop,1980600,2838203,2002/03
Nenê,1945520,2787933,2002/03
Chris Wilcox,1922520,2754974,2002/03
Metta World Peace,1904860,2729667,2002/03
Wang Zhizhi,1900000,2722703,2002/03
Tyronn Lue,1870000,2679713,2002/03
Joel Przybilla,1862880,2669510,2002/03
Patrick Ewing,1850000,2651053,2002/03
Rodney White,1820520,2608808,2002/03
Keyon Dooling,1769760,2536069,2002/03
Amare Stoudemire,1767120,2532285,2002/03
Chris Childs,1750000,2507752,2002/03
Marko Jaric,1750000,2507752,2002/03
Joe Johnson,1729560,2478462,2002/03
James Posey,1723606,2469930,2002/03
Jerome Moiso,1681200,2409162,2002/03
Caron Butler,1678800,2405723,2002/03
Muggsy Bogues,1659120,2377521,2002/03
Kedrick Brown,1643040,2354479,2002/03
Etan Thomas,1597200,2288790,2002/03
Jared Jeffries,1594920,2285523,2002/03
Dion Glover,1584312,2270321,2002/03
Jeff Foster,1571335,2251725,2002/03
Vladimir Radmanovic,1560840,2236686,2002/03
Kenny Thomas,1557684,2232163,2002/03
Samaki Walker,1540000,2206822,2002/03
Courtney Alexander,1517280,2174264,2002/03
Greg Anthony,1500000,2149502,2002/03
Cezary Trybanski,1500000,2149502,2002/03
Melvin Ely,1490120,2135344,2002/03
Richard Jefferson,1482840,2124912,2002/03
Mateen Cleaves,1441440,2065585,2002/03
Marcus Haislip,1439400,2062662,2002/03
Matt Bullard,1430000,2049192,2002/03
Jumaine Jones,1419026,2033466,2002/03
Troy Murphy,1408680,2018640,2002/03
Corie Blount,1400000,2006202,2002/03
Fred Hoiberg,1400000,2006202,2002/03
Stanislav Medvedenko,1400000,2006202,2002/03
Gordan Giricek,1400000,2006202,2002/03
Travis Best,1400000,2006202,2002/03
Michael Doleac,1400000,2006202,2002/03
Bryon Russell,1400000,2006202,2002/03
Jason Collier,1369440,1962409,2002/03
Fred Jones,1367400,1959486,2002/03
Vladimir Stepania,1350000,1934552,2002/03
Steven Hunter,1338240,1917700,2002/03
Manu Ginobili,1325000,1898727,2002/03
Hidayet Turkoglu,1300920,1864220,2002/03
Bryce Drew,1300000,1862902,2002/03
Kirk Haston,1271400,1821918,2002/03
Earl Boykins,1243605,1782087,2002/03
Desmond Mason,1235880,1771018,2002/03
Jiri Welsch,1234080,1768438,2002/03
Bostjan Nachbar,1224000,1753994,2002/03
Earl Watson,1215000,1741097,2002/03
Michael Bradley,1207800,1730779,2002/03
Quentin Richardson,1174080,1682458,2002/03
Juan Dixon,1172400,1680051,2002/03
Jarron Collins,1150000,1647951,2002/03
Jason Collins,1147440,1644283,2002/03
Jamaal Magloire,1121280,1606796,2002/03
Curtis Borchardt,1113720,1595962,2002/03
Ryan Bowen,1111111,1592223,2002/03
Don Reid,1100000,1576301,2002/03
Zach Randolph,1095720,1570168,2002/03
Speedy Claxton,1076400,1542482,2002/03
Ryan Humphrey,1063680,1524255,2002/03
Brendan Haywood,1051920,1507403,2002/03
Morris Peterson,1033320,1480749,2002/03
Popeye Jones,1030000,1475991,2002/03
Walt Williams,1030000,1475991,2002/03
Mark Bryant,1030000,1475991,2002/03
Brian Shaw,1030000,1475991,2002/03
Kendall Gill,1030000,1475991,2002/03
Rod Strickland,1030000,1475991,2002/03
Scott Williams,1030000,1475991,2002/03
Chris Dudley,1030000,1475991,2002/03
Kevin Willis,1030000,1475991,2002/03
Charles Oakley,1030000,1475991,2002/03
Michael Jordan,1030000,1475991,2002/03
Kareem Rush,1021080,1463209,2002/03
Joseph Forte,1009920,1447217,2002/03
Tim Hardaway,1000000,1433001,2002/03
Mehmet Okur,1000000,1433001,2002/03
Kevin Ollie,1000000,1433001,2002/03
Calbert Cheaney,1000000,1433001,2002/03
Donnell Harvey,992040,1421594,2002/03
Qyntel Woods,980280,1404742,2002/03
Jeryl Sasser,969480,1389266,2002/03
DeShawn Stevenson,952320,1364676,2002/03
Casey Jacobsen,941040,1348511,2002/03
Brandon Armstrong,930720,1333723,2002/03
Tayshaun Prince,903360,1294516,2002/03
Efthimios Rentzias,903360,1294516,2002/03
Danny Manning,900000,1289701,2002/03
Andrei Kirilenko,893400,1280243,2002/03
Monty Williams,887435,1271695,2002/03
Iakovos Tsakalidis,877680,1257716,2002/03
Gerald Wallace,857760,1229171,2002/03
Bobby Simmons,849892,1217896,2002/03
Mamadou N'diaye,848520,1215930,2002/03
Amal McCaskill,843212,1208324,2002/03
Frank Williams,832560,1193059,2002/03
Dalibor Bagaric,830947,1190748,2002/03
Emanual Davis,824935,1182133,2002/03
Cherokee Parks,824935,1182133,2002/03
Gary Trent,824935,1182133,2002/03
Voshon Lenard,824935,1182133,2002/03
Mark Madsen,813000,1165030,2002/03
Jamaal Tinsley,805320,1154024,2002/03
Primoz Brezec,805320,1154024,2002/03
Tony Parker,800400,1146974,2002/03
J.R. Reid,800000,1146401,2002/03
Jim Jackson,791341,1133992,2002/03
Chris Jefferies,781800,1120320,2002/03
Dan Dickau,776880,1113270,2002/03
Walter McCarty,762435,1092570,2002/03
Mark Blount,762435,1092570,2002/03
Erick Strickland,762435,1092570,2002/03
Milt Palacio,750000,1074751,2002/03
Robert Traylor,750000,1074751,2002/03
Darvin Ham,699935,1003008,2002/03
Anthony Johnson,699935,1003008,2002/03
Rick Brunson,699935,1003008,2002/03
Jacque Vaughn,699935,1003008,2002/03
Stephen Jackson,699935,1003008,2002/03
Samuel Dalembert,691100,990347,2002/03
Erick Barkley,682500,978023,2002/03
John Salmons,670800,961257,2002/03
Loren Woods,662435,949270,2002/03
Bruno Sundov,637435,913445,2002/03
Adrian Griffin,637435,913445,2002/03
Eddie House,637435,913445,2002/03
Felipe Lopez,637435,913445,2002/03
Mark Pope,637435,913445,2002/03
Brian Skinner,637435,913445,2002/03
Charles Smith,637435,913445,2002/03
Damon Jones,637435,913445,2002/03
Jelani McCoy,637435,913445,2002/03
Raja Bell,612435,877620,2002/03
Sean Marks,612435,877620,2002/03
Ansu Sesay,612435,877620,2002/03
Scott Padgett,612435,877620,2002/03
Ira Newble,587435,841795,2002/03
Ruben Wolkowyski,587435,841795,2002/03
Pepe Sanchez,587435,841795,2002/03
Juaquin Hawkins,587435,841795,2002/03
Lavor Postell,587435,841795,2002/03
Lee Nailon,587435,841795,2002/03
Olumide Oyedeji,587435,841795,2002/03
Dan Langhi,587435,841795,2002/03
Jake Voskuhl,587435,841795,2002/03
Brian Cardinal,587435,841795,2002/03
Raul Lopez,578160,828504,2002/03
Carlos Arroyo,546000,782418,2002/03
Predrag Drobnjak,526413,754350,2002/03
Mengke Bateer,512453,734346,2002/03
Brian Scalabrine,512435,734320,2002/03
Trenton Hassell,512435,734320,2002/03
Chris Andersen,512435,734320,2002/03
Gilbert Arenas,512435,734320,2002/03
Terence Morris,512435,734320,2002/03
Jamison Brewer,512435,734320,2002/03
Tremaine Fowlkes,512435,734320,2002/03
Malik Allen,512435,734320,2002/03
Mike James,512435,734320,2002/03
Kenny Satterfield,512435,734320,2002/03
Alton Ford,512435,734320,2002/03
Ruben Boumtje-Boumtje,512435,734320,2002/03
Greg Foster,401951,575996,2002/03
JR Bremer,349458,500773,2002/03
Tamar Slay,349458,500773,2002/03
Lonny Baxter,349458,500773,2002/03
Roger Mason,349458,500773,2002/03
Carlos Boozer,349458,500773,2002/03
Smush Parker,349458,500773,2002/03
Junior Harrington,349458,500773,2002/03
Predrag Savovic,349458,500773,2002/03
Vincent Yarbrough,349458,500773,2002/03
Tito Maddox,349458,500773,2002/03
Jannero Pargo,349458,500773,2002/03
Chris Owens,349458,500773,2002/03
Mike Batiste,349458,500773,2002/03
Robert Archibald,349458,500773,2002/03
Ken Johnson,349458,500773,2002/03
Rasual Butler,349458,500773,2002/03
Sean Lampley,349458,500773,2002/03
Dan Gadzuric,349458,500773,2002/03
Jamal Sampson,349458,500773,2002/03
Ronald Murray,349458,500773,2002/03
Igor Rakocevic,349458,500773,2002/03
Reggie Evans,349458,500773,2002/03
Pat Burke,349458,500773,2002/03
Sam Clancy,349458,500773,2002/03
Nate Huffman,349458,500773,2002/03
Reggie Slater,321926,461320,2002/03
Art Long,229243,328504,2002/03
Jermaine Jackson,171932,246378,2002/03
Oscar Torres,168729,241788,2002/03
Adam Harrington,140636,201531,2002/03
Anthony Goldwire,139925,200512,2002/03
John Crotty,138171,197998,2002/03
Pete Mickeal,136374,195424,2002/03
Soumaila Samake,124984,179102,2002/03
Ratko Varda,124984,179102,2002/03
Dean Oliver,118735,170147,2002/03
Antonio Harvey,60361,86497,2002/03
Mark Strickland,60361,86497,2002/03
Mike Wilks,55402,79390,2002/03
Rafer Alston,37344,53514,2002/03
Guy Rucker,34946,50077,2002/03
Devin Brown,34946,50077,2002/03
Paul Shirley,29832,42749,2002/03
Kevin Garnett,22400000,32441869,2001/02
Shaquille O'Neal,21428572,31034952,2001/02
Alonzo Mourning,18754800,27162534,2001/02
Juwan Howard,18750000,27155582,2001/02
Scottie Pippen,18083564,26190385,2001/02
Karl Malone,17500000,25345210,2001/02
Jayson Williams,15125000,21905503,2001/02
Rasheed Wallace,14400000,20855487,2001/02
Dikembe Mutombo,14315790,20733526,2001/02
Gary Payton,12926493,18721410,2001/02
Allan Houston,12750000,18465796,2001/02
Chris Webber,12750000,18465796,2001/02
Shawn Kemp,12660000,18335449,2001/02
Damon Stoudamire,12375000,17922684,2001/02
Reggie Miller,12045075,17444855,2001/02
Antonio McDyess,11700000,16945083,2001/02
Bryant Reeves,11555554,16735882,2001/02
Larry Johnson,11335714,16417489,2001/02
Shareef Abdur-Rahim,11250000,16293349,2001/02
Antoine Walker,11250000,16293349,2001/02
Zydrunas Ilgauskas,11250000,16293349,2001/02
Kobe Bryant,11250000,16293349,2001/02
Ray Allen,11250000,16293349,2001/02
Latrell Sprewell,11250000,16293349,2001/02
Vin Baker,11250000,16293349,2001/02
Allen Iverson,11250000,16293349,2001/02
Anfernee Hardaway,11250000,16293349,2001/02
Stephon Marbury,11250000,16293349,2001/02
Mitch Richmond,11000000,15931274,2001/02
Antonio Davis,11000000,15931275,2001/02
Keith Van Horn,10865250,15736117,2001/02
Jalen Rose,10865250,15736117,2001/02
Grant Hill,10865250,15736117,2001/02
Tracy McGrady,10865250,15736117,2001/02
Tim Duncan,10865250,15736117,2001/02
Michael Finley,10625000,15388163,2001/02
Vlade Divac,10444642,15126951,2001/02
Nick Van Exel,10164642,14721428,2001/02
Tom Gugliotta,10114000,14648083,2001/02
Eddie Jones,10091250,14615134,2001/02
Brian Grant,9925076,14374465,2001/02
Tim Thomas,9675000,14012280,2001/02
Theo Ratliff,9667969,14002097,2001/02
David Robinson,9500000,13758828,2001/02
Terrell Brandon,9300000,13469169,2001/02
Steve Smith,9000000,13034679,2001/02
Glenn Robinson,8990000,13020196,2001/02
